address,type,symbol
0x100ed690,library,??_E?$DescribedCreatable@VBodyPosition@RBX@@VBodyMover@2@$1?sBodyPosition@2@3PADA@RBX@@WBE@AEPAXI@Z
0x100ed6a0,library,??0BodyVelocity@RBX@@QAE@XZ
0x100ed7a0,library,??_E?$DescribedCreatable@VBodyVelocity@RBX@@VBodyMover@2@$1?sBodyVelocity@2@3PADA@RBX@@WBA@AEPAXI@Z
0x100ed7a0,library,??_EBodyVelocity@RBX@@WBA@AEPAXI@Z
0x100ed820,library,??_GBodyVelocity@RBX@@UAEPAXI@Z
0x100ed820,library,??_EBodyVelocity@RBX@@UAEPAXI@Z
0x100ed820,library,??_G?$DescribedCreatable@VBodyVelocity@RBX@@VBodyMover@2@$1?sBodyVelocity@2@3PADA@RBX@@UAEPAXI@Z
0x100ed820,library,??_E?$DescribedCreatable@VBodyVelocity@RBX@@VBodyMover@2@$1?sBodyVelocity@2@3PADA@RBX@@UAEPAXI@Z
0x100ed840,library,??0BodyForce@RBX@@QAE@XZ
0x100ed9c0,library,??_EBodyForce@RBX@@UAEPAXI@Z
0x100ed9c0,library,??_G?$DescribedCreatable@VBodyForce@RBX@@VBodyMover@2@$1?sBodyForce@2@3PADA@RBX@@UAEPAXI@Z
0x100ed9c0,library,??_GBodyForce@RBX@@UAEPAXI@Z
0x100ed9c0,library,??_E?$DescribedCreatable@VBodyForce@RBX@@VBodyMover@2@$1?sBodyForce@2@3PADA@RBX@@UAEPAXI@Z
0x100ed9e0,library,??0BodyThrust@RBX@@QAE@XZ
0x100edaf0,library,??_E?$DescribedCreatable@VBodyThrust@RBX@@VBodyMover@2@$1?sBodyThrust@2@3PADA@RBX@@WBA@AEPAXI@Z
0x100edaf0,library,??_EBodyThrust@RBX@@WBA@AEPAXI@Z
0x100edb00,library,??_E?$DescribedCreatable@VBodyThrust@RBX@@VBodyMover@2@$1?sBodyThrust@2@3PADA@RBX@@WBE@AEPAXI@Z
0x100edb00,library,??_EBodyThrust@RBX@@WBE@AEPAXI@Z
0x100edea0,library,??_E?$DescribedCreatable@VRocket@RBX@@VBodyMover@2@$1?sRocket@2@3PADA@RBX@@WBA@AEPAXI@Z
0x100edeb0,library,??_E?$DescribedCreatable@VRocket@RBX@@VBodyMover@2@$1?sRocket@2@3PADA@RBX@@UAEPAXI@Z
0x100edeb0,library,??_G?$DescribedCreatable@VRocket@RBX@@VBodyMover@2@$1?sRocket@2@3PADA@RBX@@UAEPAXI@Z
0x100eded0,library,??0Rocket@RBX@@QAE@XZ
0x100ee030,library,??_ERocket@RBX@@WBA@AEPAXI@Z
0x100ee040,library,??_ERocket@RBX@@WBE@AEPAXI@Z
0x100ee090,library,??1Rocket@RBX@@UAE@XZ
0x100ee110,library,??_GRocket@RBX@@UAEPAXI@Z
0x100ee110,library,??_ERocket@RBX@@UAEPAXI@Z
0x100eea50,library,??0Message@RBX@@QAE@XZ
0x100eeb10,library,??_EMessage@RBX@@WBE@AEPAXI@Z
0x100eeb80,library,??_EMessage@RBX@@WBA@AEPAXI@Z
0x100eeb90,library,??_GMessage@RBX@@UAEPAXI@Z
0x100eeb90,library,??_EMessage@RBX@@UAEPAXI@Z
0x100ffa30,library,??1Decal@RBX@@UAE@XZ
0x100ffb00,library,??_E?$DescribedCreatable@VTexture@RBX@@VDecal@2@$1?sTexture@2@3PADA@RBX@@WBA@AEPAXI@Z
0x100ffb00,library,??_ETexture@RBX@@WBA@AEPAXI@Z
0x100ffb30,library,??1?$DescribedCreatable@VTexture@RBX@@VDecal@2@$1?sTexture@2@3PADA@RBX@@UAE@XZ
0x100ffc20,library,?classDescriptor@?$Described@VTexture@RBX@@$1?sTexture@2@3PADAV?$FactoryProduct@VTexture@RBX@@VDecal@2@$1?sTexture@2@3PADA@2@@Reflection@RBX@@SAAAVClassDescriptor@23@XZ
0x100fff70,library,??0Decal@RBX@@QAE@XZ
0x10100080,library,??_EDecal@RBX@@WBA@AEPAXI@Z
0x10100090,library,??_EDecal@RBX@@WBE@AEPAXI@Z
0x101000f0,library,??_EDecal@RBX@@UAEPAXI@Z
0x101000f0,library,??_GDecal@RBX@@UAEPAXI@Z
0x10100390,library,??_E?$DescribedCreatable@VTexture@RBX@@VDecal@2@$1?sTexture@2@3PADA@RBX@@WBE@AEPAXI@Z
0x10100390,library,??_ETexture@RBX@@WBE@AEPAXI@Z
0x101003c0,library,??0Texture@RBX@@QAE@XZ
0x101004b0,library,??_G?$DescribedCreatable@VTexture@RBX@@VDecal@2@$1?sTexture@2@3PADA@RBX@@UAEPAXI@Z
0x101004b0,library,??_ETexture@RBX@@UAEPAXI@Z
0x101004b0,library,??_E?$DescribedCreatable@VTexture@RBX@@VDecal@2@$1?sTexture@2@3PADA@RBX@@UAEPAXI@Z
0x101004b0,library,??_GTexture@RBX@@UAEPAXI@Z
0x10101960,library,??_EType@Reflection@RBX@@UAEPAXI@Z
0x10101960,library,??_GType@Reflection@RBX@@UAEPAXI@Z
0x101019f0,library,?onServiceProvider@Instance@RBX@@UAEXPBVServiceProvider@2@0@Z
0x10104d20,library,??0Velocity@RBX@@QAE@XZ
0x1012ca90,library,??_G?$DescribedCreatable@VSpecialShape@RBX@@VInstance@2@$1?sSpecialShape@2@3PADA@RBX@@UAEPAXI@Z
0x1012ca90,library,??_E?$DescribedCreatable@VSpecialShape@RBX@@VInstance@2@$1?sSpecialShape@2@3PADA@RBX@@UAEPAXI@Z
0x1012cc20,library,??1?$DescribedCreatable@VSpecialShape@RBX@@VInstance@2@$1?sSpecialShape@2@3PADA@RBX@@UAE@XZ
0x1012d2d0,library,?classDescriptor@?$Described@VSpecialShape@RBX@@$1?sSpecialShape@2@3PADAV?$FactoryProduct@VSpecialShape@RBX@@VInstance@2@$1?sSpecialShape@2@3PADA@2@@Reflection@RBX@@SAAAVClassDescriptor@23@XZ
0x1012d930,library,??_E?$DescribedCreatable@VSpecialShape@RBX@@VInstance@2@$1?sSpecialShape@2@3PADA@RBX@@WBA@AEPAXI@Z
0x1012d940,library,??_E?$DescribedCreatable@VSpecialShape@RBX@@VInstance@2@$1?sSpecialShape@2@3PADA@RBX@@WBE@AEPAXI@Z
0x1012d970,library,??0SpecialShape@RBX@@QAE@XZ
0x1012dab0,library,??_ESpecialShape@RBX@@WBA@AEPAXI@Z
0x1012dac0,library,??_ESpecialShape@RBX@@WBE@AEPAXI@Z
0x1012db20,library,??1SpecialShape@RBX@@UAE@XZ
0x1012db90,library,??_GSpecialShape@RBX@@UAEPAXI@Z
0x1012db90,library,??_ESpecialShape@RBX@@UAEPAXI@Z
0x101365d0,library,??DG3D@@YA?AVMatrix3@0@NABV10@@Z
0x10136620,library,??DG3D@@YA?AVMatrix3@0@MABV10@@Z
0x10137500,library,??__G@YGXPAX0IHP6EPAX00@Z@Z
0x1014d4e0,library,_jdiv_round_up
0x1014d4f0,library,_jround_up
0x1014d510,library,_jcopy_sample_rows
0x1014d560,library,_jcopy_block_row
0x1014d580,library,_jzero_far
0x1014d610,library,__robustTmpfile
0x101573d0,library,_zcfree
0x1019bc00,library,??$Write@_N@BitStream@RakNet@@QAEX_N@Z
0x101af920,synthetic,??0RemoteSystemStruct@RakPeer@@QAE@XZ
0x101af980,synthetic,??1RemoteSystemStruct@RakPeer@@QAE@XZ
0x101bab80,synthetic,??_GRakPeer@@UAEPAXI@Z
0x101bab80,synthetic,??_ERakPeer@@UAEPAXI@Z
0x101bbdc0,library,_ceill
0x101be7e0,synthetic,?GetStatistics@ReliabilityLayer@@QAEQAURakNetStatistics@@XZ
0x101d32e0,library,_crc32@12
0x101d3380,library,_deflate@8
0x101d3b50,synthetic,_deflateEnd@4
0x101d4a40,library,_deflateReset@4
0x101d4ad0,library,_deflateInit2_@32
0x101d4d00,synthetic,_inflateReset@4
0x101d4d70,synthetic,_inflateInit2_@16
0x101d4e40,synthetic,_inflateInit_@12
0x101d4f50,library,_inflate@8
0x101d6530,synthetic,_inflateEnd@4
0x101d9940,synthetic,_uncompress@16
0x101e3520,library,_adler32@12
0x101e49f0,library,__tr_init
0x101e4dc0,library,__tr_stored_block
0x101e4e60,library,__tr_align
0x101e5050,library,__tr_flush_block
0x101e5260,synthetic,_zcalloc
0x101e5280,synthetic,_inflate_fast
0x101e5740,library,_inflate_table
0x101e614c,library,??_U@YAPAXI@Z
0x101e80da,library,??3@YAXPAX@Z
0x101e80e6,library,@__security_check_cookie@4
0x101e80f6,library,??2@YAPAXI@Z
0x101e8102,library,??_Etype_info@@UAEPAXI@Z
0x101e8152,library,__purecall
0x101e8158,library,__onexit
0x101e81fd,library,_atexit
0x101e8210,library,_free
0x101e8216,library,??_V@YAXPAX@Z
0x101e821c,library,?__ArrayUnwind@@YGXPAXIHP6EX0@Z@Z
0x101e827a,library,??_M@YGXPAXIHP6EX0@Z@Z
0x101e82f0,library,__get_errno
0x101e82f6,library,__set_errno
0x101e8349,library,__CRT_INIT@12
0x101e8622,library,__DllMainCRTStartup@12
0x101e8650,library,___CxxFrameHandler3
0x101e8656,library,__CxxThrowException@8
0x101e8670,library,__alloca_probe_16
0x101e8686,synthetic,__alloca_probe_8
0x101e86a0,library,__allmul
0x101e86e0,library,__allshr
0x101e8710,library,__alloca_probe
0x101e8710,library,__chkstk
0x101e873c,library,_memset
0x101e8810,library,__alldiv
0x101e88c0,library,__alldvrm
0x101e89a0,library,__ftol2_sse
0x101e89a9,library,__ftol2_pentium4
0x101e89bc,library,__ftol2_sse_excpt
0x101e89d6,library,__ftol2
0x101e8a4b,library,___clean_type_info_names
0x101e8a5e,library,??_L@YGXPAXIHP6EX0@Z1@Z
0x101e8ac4,library,_floor
0x101e8aca,library,_memcpy
0x101e8ae8,library,__CIasin
0x101e8aee,library,__CIacos
0x101e8afa,library,__CIpow
0x101e8b00,library,__CIsqrt
0x101e8b06,library,__CIlog
0x101e8b0c,library,__CIatan2
0x101e8b12,library,__CIcos
0x101e8b18,library,__CIsin
0x101e8b2a,library,__except_handler4
0x101e8bb8,library,__SEH_prolog4
0x101e8bfd,library,__SEH_epilog4
0x101e8c20,library,__aulldvrm
0x101e8cb5,library,___report_gsfailure
0x101e8dba,library,__unlock
0x101e8dc0,library,___dllonexit
0x101e8dc6,library,__lock
0x101e8dcc,library,?terminate@@YAXXZ
0x101e8dd2,library,__RTC_Initialize
0x101e8df6,library,__RTC_Terminate
0x101e8e20,library,__ValidateImageBase
0x101e8e50,library,__FindPESection
0x101e8ea0,library,__IsNonwritableInCurrentImage
0x101e8f5c,library,__initterm
0x101e8f62,library,__initterm_e
0x101e8f68,library,__amsg_exit
0x101e8f6e,library,___CppXcptFilter
0x101e8f74,library,___security_init_cookie
0x101e9058,library,__get_sse2_info
0x101e90b8,library,___sse2_available_init
0x101e90c6,library,___clean_type_info_names_internal
0x101e90fc,library,__except_handler4_common
0x101e9102,library,__crt_debugger_hook
0x101e9108,library,?_type_info_dtor_internal_method@type_info@@QAEXXZ
0x101e9108,library,??1type_info@@UAE@XZ
0x101e9158,library,_GetFileVersionInfoSizeA@8
0x101e915e,library,_GetFileVersionInfoA@16
0x101e9164,library,_VerQueryValueA@16
0x101fc1f0,library,__aullshr
0x101fc210,library,__allshl
0x1009a810,synthetic,??4PV@RBX@@QAEAAV01@ABV01@@Z
0x10044680,synthetic,??1SignalDescriptor@Reflection@RBX@@UAE@XZ
0x10099cc0,library,??$?0P8PVInstance@RBX@@BE_NXZP801@AEX_N@Z@?$PropDescriptor@VPVInstance@RBX@@_N@Reflection@RBX@@QAE@PBD0P8PVInstance@2@BE_NXZP832@AEX_N@ZW4Functionality@PropertyDescriptor@12@@Z
0x1009e2f0,library,??$?0P8PartInstance@RBX@@BE?AVBrickColor@1@XZP801@AEXV21@@Z@?$PropDescriptor@VPartInstance@RBX@@VBrickColor@2@@Reflection@RBX@@QAE@PBD0P8PartInstance@2@BE?AVBrickColor@2@XZP832@AEXV42@@ZW4Functionality@PropertyDescriptor@12@@Z
0x1009e3b0,library,??$?0P8PartInstance@RBX@@BEMXZP801@AEXM@Z@?$PropDescriptor@VPartInstance@RBX@@M@Reflection@RBX@@QAE@PBD0P8PartInstance@2@BEMXZP832@AEXM@ZW4Functionality@PropertyDescriptor@12@@Z
0x1009e470,library,??$?0P8PartInstance@RBX@@BE_NXZP801@AEX_N@Z@?$PropDescriptor@VPartInstance@RBX@@_N@Reflection@RBX@@QAE@PBD0P8PartInstance@2@BE_NXZP832@AEX_N@ZW4Functionality@PropertyDescriptor@12@@Z
0x1009e5f0,library,??$?0P8PartInstance@RBX@@BE?AW4FormFactor@01@XZP801@AEXW4201@@Z@?$EnumPropDescriptor@VPartInstance@RBX@@W4FormFactor@12@@Reflection@RBX@@QAE@PBD0P8PartInstance@2@BE?AW4FormFactor@32@XZP832@AEXW4432@@ZW4Functionality@PropertyDescriptor@12@@Z
0x100a3830,library,??$?0P8Humanoid@RBX@@BEMXZP801@AEXABM@Z@?$PropDescriptor@VHumanoid@RBX@@M@Reflection@RBX@@QAE@PBD0P8Humanoid@2@BEMXZP832@AEXABM@ZW4Functionality@PropertyDescriptor@12@@Z
0x100a38f0,library,??$?0P8Humanoid@RBX@@BE_NXZP801@AEX_N@Z@?$PropDescriptor@VHumanoid@RBX@@_N@Reflection@RBX@@QAE@PBD0P8Humanoid@2@BE_NXZP832@AEX_N@ZW4Functionality@PropertyDescriptor@12@@Z
0x100a39b0,library,??$?0P8Humanoid@RBX@@BEMXZP801@AEXM@Z@?$PropDescriptor@VHumanoid@RBX@@M@Reflection@RBX@@QAE@PBD0P8Humanoid@2@BEMXZP832@AEXM@ZW4Functionality@PropertyDescriptor@12@@Z
0x100b4610,library,??$?0P8DebugSettings@RBX@@BE_NXZP801@AEX_N@Z@?$PropDescriptor@VDebugSettings@RBX@@_N@Reflection@RBX@@QAE@PBD0P8DebugSettings@2@BE_NXZP832@AEX_N@ZW4Functionality@PropertyDescriptor@12@@Z
0x100b46b0,library,??$?0P8DebugSettings@RBX@@BE?AW4AssertAction@Debugable@1@XZP801@AEXW4231@@Z@?$EnumPropDescriptor@VDebugSettings@RBX@@W4AssertAction@Debugable@2@@Reflection@RBX@@QAE@PBD0P8DebugSettings@2@BE?AW4AssertAction@Debugable@2@XZP832@AEXW4452@@ZW4Functionality@PropertyDescriptor@12@@Z
0x100b48e0,library,??$?0P8DebugSettings@RBX@@BE?AW4ErrorReporting@01@XZP801@AEXW4201@@Z@?$EnumPropDescriptor@VDebugSettings@RBX@@W4ErrorReporting@12@@Reflection@RBX@@QAE@PBD0P8DebugSettings@2@BE?AW4ErrorReporting@32@XZP832@AEXW4432@@ZW4Functionality@PropertyDescriptor@12@@Z
0x100be2b0,library,??$?0P8Team@RBX@@BEHXZP801@AEXH@Z@?$PropDescriptor@VTeam@RBX@@H@Reflection@RBX@@QAE@PBD0P8Team@2@BEHXZP832@AEXH@ZW4Functionality@PropertyDescriptor@12@@Z
0x100be350,library,??$?0P8Team@RBX@@BE?AVBrickColor@1@XZP801@AEXV21@@Z@?$PropDescriptor@VTeam@RBX@@VBrickColor@2@@Reflection@RBX@@QAE@PBD0P8Team@2@BE?AVBrickColor@2@XZP832@AEXV42@@ZW4Functionality@PropertyDescriptor@12@@Z
0x100be3f0,library,??$?0P8Team@RBX@@BE_NXZP801@AEX_N@Z@?$PropDescriptor@VTeam@RBX@@_N@Reflection@RBX@@QAE@PBD0P8Team@2@BE_NXZP832@AEX_N@ZW4Functionality@PropertyDescriptor@12@@Z
0x100cb580,library,??$?0P8Tool@RBX@@BEHXZP801@AEXH@Z@?$PropDescriptor@VTool@RBX@@H@Reflection@RBX@@QAE@PBD0P8Tool@2@BEHXZP832@AEXH@ZW4Functionality@PropertyDescriptor@12@@Z
0x100ce6d0,library,??$?0P8Flag@RBX@@BE?AVBrickColor@1@XZP801@AEXV21@@Z@?$PropDescriptor@VFlag@RBX@@VBrickColor@2@@Reflection@RBX@@QAE@PBD0P8Flag@2@BE?AVBrickColor@2@XZP832@AEXV42@@ZW4Functionality@PropertyDescriptor@12@@Z
0x100d8960,library,??$?0P8Motor@RBX@@BEMXZP801@AEXM@Z@?$PropDescriptor@VMotor@RBX@@M@Reflection@RBX@@QAE@PBD0P8Motor@2@BEMXZP832@AEXM@ZW4Functionality@PropertyDescriptor@12@@Z
0x100dc680,library,??$?0P8Accoutrement@RBX@@BEHXZP801@AEXH@Z@?$PropDescriptor@VAccoutrement@RBX@@H@Reflection@RBX@@QAE@PBD0P8Accoutrement@2@BEHXZP832@AEXH@ZW4Functionality@PropertyDescriptor@12@@Z
0x100e5ef0,library,??$?0P8Feature@RBX@@BE?AW4TopBottom@01@XZP801@AEXW4201@@Z@?$EnumPropDescriptor@VFeature@RBX@@W4TopBottom@12@@Reflection@RBX@@QAE@PBD0P8Feature@2@BE?AW4TopBottom@32@XZP832@AEXW4432@@ZW4Functionality@PropertyDescriptor@12@@Z
0x100e6010,library,??$?0P8Feature@RBX@@BE?AW4LeftRight@01@XZP801@AEXW4201@@Z@?$EnumPropDescriptor@VFeature@RBX@@W4LeftRight@12@@Reflection@RBX@@QAE@PBD0P8Feature@2@BE?AW4LeftRight@32@XZP832@AEXW4432@@ZW4Functionality@PropertyDescriptor@12@@Z
0x100e60b0,library,??$?0P8Feature@RBX@@BE?AW4InOut@01@XZP801@AEXW4201@@Z@?$EnumPropDescriptor@VFeature@RBX@@W4InOut@12@@Reflection@RBX@@QAE@PBD0P8Feature@2@BE?AW4InOut@32@XZP832@AEXW4432@@ZW4Functionality@PropertyDescriptor@12@@Z
0x100e6b80,library,??$?0P8VelocityMotor@RBX@@BEMXZP801@AEXM@Z@?$PropDescriptor@VVelocityMotor@RBX@@M@Reflection@RBX@@QAE@PBD0P8VelocityMotor@2@BEMXZP832@AEXM@ZW4Functionality@PropertyDescriptor@12@@Z
0x100e6ff0,library,??$?0P8Feature@RBX@@BE?AW4NormalId@1@XZP801@AEXW421@@Z@?$EnumPropDescriptor@VFeature@RBX@@W4NormalId@2@@Reflection@RBX@@QAE@PBD0P8Feature@2@BE?AW4NormalId@2@XZP832@AEXW442@@ZW4Functionality@PropertyDescriptor@12@@Z
0x100ee8d0,synthetic,??$?0P8Message@RBX@@BEABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@XZP801@AEXABV23@@Z@?$PropDescriptor@VMessage@RBX@@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Reflection@RBX@@QAE@PBD0P8Message@2@BEABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@XZP832@AEXABV45@@ZW4Functionality@PropertyDescriptor@12@@Z
0x100fe590,library,??$?0P8SpawnLocation@RBX@@BE?AVBrickColor@1@XZP801@AEXV21@@Z@?$PropDescriptor@VSpawnLocation@RBX@@VBrickColor@2@@Reflection@RBX@@QAE@PBD0P8SpawnLocation@2@BE?AVBrickColor@2@XZP832@AEXV42@@ZW4Functionality@PropertyDescriptor@12@@Z
0x100ffd30,library,??$?0P8Decal@RBX@@BEMXZP801@AEXM@Z@?$PropDescriptor@VDecal@RBX@@M@Reflection@RBX@@QAE@PBD0P8Decal@2@BEMXZP832@AEXM@ZW4Functionality@PropertyDescriptor@12@@Z
0x100ffdd0,library,??$?0P8Texture@RBX@@BEMXZP801@AEXM@Z@?$PropDescriptor@VTexture@RBX@@M@Reflection@RBX@@QAE@PBD0P8Texture@2@BEMXZP832@AEXM@ZW4Functionality@PropertyDescriptor@12@@Z
0x10121a90,library,??$?0P8FaceInstance@RBX@@BE?AW4NormalId@1@XZP801@AEXW421@@Z@?$EnumPropDescriptor@VFaceInstance@RBX@@W4NormalId@2@@Reflection@RBX@@QAE@PBD0P8FaceInstance@2@BE?AW4NormalId@2@XZP832@AEXW442@@ZW4Functionality@PropertyDescriptor@12@@Z
